[id: 0, inp: 256.4207900698014, out: 512.359664505727, latency: 16689.146624785935, acc: 0, time: 2.26628382201643]
[id: 34, inp: 512.1266316707904, out: 128.09452231113517, latency: 29852.600533771172, acc: 0, time: 1.7698181988881883]
[id: 35, inp: 128.17017153419457, out: 512.5099789090477, latency: 16324.881216442434, acc: 0, time: 1.7698161481936465]
[id: 36, inp: 128.79843115837522, out: 256.1160102588036, latency: 13861.60299847302, acc: 0, time: 1.0618899623421267]
[id: 37, inp: 512.9899913591292, out: 128.0146110882353, latency: 7912.088625163323, acc: 0, time: 1.7698181988881883]
[id: 38, inp: 128.38131261489875, out: 128.71136223312672, latency: 40336.23387836897, acc: 0, time: 0.707926869416367]
[id: 39, inp: 512.4419747401691, out: 512.3614468711505, latency: 19277.89529464286, acc: 0, time: 2.6571416931505714]
[id: 40, inp: 128.31574582385875, out: 512.4336553902718, latency: 18483.20179400444, acc: 0, time: 1.6607125328718364]
[id: 41, inp: 512.7781626720615, out: 128.90182341996592, latency: 10251.892586696384, acc: 0, time: 1.6607145835663781]
[id: 42, inp: 128.4269006727224, out: 256.26900543313235, latency: 5790.556406175025, acc: 0, time: 1.0893588135766374]
[id: 43, inp: 512.5611403512929, out: 128.74237890621873, latency: 27655.76523611225, acc: 0, time: 1.8156023848877716]
[id: 44, inp: 128.7260277052246, out: 256.5717865527843, latency: 44775.63659458806, acc: 0, time: 1.0893588135766374]
[id: 45, inp: 512.2254453179386, out: 512.6869250453916, latency: 35770.448683723174, acc: 0, time: 2.904959328924391]
[id: 46, inp: 256.05747765476787, out: 256.94084218874434, latency: 7460.839280495502, acc: 0, time: 1.4524796644621956]
[id: 47, inp: 128.45975722514734, out: 256.01701547706034, latency: 33369.95540959679, acc: 0, time: 1.0893588135766374]
[id: 48, inp: 256.6222114393413, out: 128.86340744650457, latency: 41668.97251987635, acc: 0, time: 1.0893606831166556]
[id: 49, inp: 512.8957469503163, out: 256.73668434341704, latency: 30166.867565357505, acc: 0, time: 2.730002606703137]
[id: 50, inp: 512.0171295684763, out: 256.3592091379488, latency: 9500.79481994746, acc: 0, time: 2.730002606703137]
[id: 51, inp: 128.90920812243155, out: 256.2185136027701, latency: 18448.870610718288, acc: 0, time: 1.3650013033515684]
[id: 52, inp: 256.8624879316384, out: 128.9979286103196, latency: 5834.371614650618, acc: 0, time: 1.3650013033515684]
[id: 53, inp: 128.54702603183574, out: 512.3788984728034, latency: 35981.52855665656, acc: 0, time: 2.275002172252614]
[id: 54, inp: 128.77957961377675, out: 128.83638078013945, latency: 42864.71999668416, acc: 0, time: 0.9100008689010455]
[id: 55, inp: 128.82989052629176, out: 256.77150299815014, latency: 30151.949562112048, acc: 0, time: 1.3650013033515684]
[id: 56, inp: 512.7278662039657, out: 256.2680431295398, latency: 24003.148436225016, acc: 0, time: 3.3839360338666697]
[id: 57, inp: 128.32511860946755, out: 512.856893946477, latency: 22849.37189053562, acc: 0, time: 2.819946694888891]
[id: 58, inp: 256.31804464837046, out: 128.9108336493361, latency: 28522.641068222398, acc: 0, time: 1.6919680169333349]
[id: 59, inp: 128.4300202783393, out: 128.6186917427853, latency: 36626.862206629376, acc: 0, time: 1.1279786779555565]
[id: 60, inp: 128.5559430639512, out: 128.85155023988116, latency: 22350.349204506223, acc: 0, time: 0.8916691321343995]
[id: 61, inp: 256.99352014174815, out: 128.7620544540362, latency: 21546.034261173547, acc: 0, time: 1.3375036982015993]
[id: 62, inp: 128.4942075308123, out: 256.56505028046996, latency: 28854.761267001286, acc: 0, time: 1.3375036982015993]
[id: 63, inp: 256.4885385288998, out: 128.36486636408716, latency: 30230.340746416845, acc: 0, time: 1.3375036982015993]
[id: 64, inp: 256.217072450414, out: 512.3601052214711, latency: 29604.5608098504, acc: 0, time: 2.6750073964031986]
[id: 65, inp: 256.2282457867649, out: 256.7794992242183, latency: 43947.673881710376, acc: 0, time: 1.783338264268799]
[id: 66, inp: 512.4805527086226, out: 256.9091128707445, latency: 17725.580312810423, acc: 0, time: 2.6750073964031986]
[id: 67, inp: 128.1559453135059, out: 128.19928422068912, latency: 21169.65871838165, acc: 0, time: 0.8916691321343995]
[id: 68, inp: 512.708872925984, out: 256.7167357072919, latency: 12214.95828838008, acc: 0, time: 2.128537099912721]
[id: 69, inp: 128.19641323874148, out: 128.2381181128564, latency: 32919.494502759146, acc: 0, time: 0.7095117434575676]
[id: 70, inp: 256.81063047789564, out: 128.31072025426357, latency: 22016.375654140586, acc: 0, time: 1.0642685499563604]
[id: 71, inp: 256.99840898712586, out: 512.6664526035529, latency: 15406.300167291303, acc: 0, time: 2.1285333608326846]
[id: 72, inp: 512.389586131119, out: 256.56746657289733, latency: 32302.7717224842, acc: 0, time: 2.128537099912721]
[id: 73, inp: 256.1019132315647, out: 512.2409862772245, latency: 26906.50703561021, acc: 0, time: 2.1285333608326846]
[id: 74, inp: 256.11102515046696, out: 256.6816636450211, latency: 41774.399577346936, acc: 0, time: 1.3551364522711753]
[id: 75, inp: 512.2048703939586, out: 512.7011014843249, latency: 39845.506483818644, acc: 0, time: 2.7102729045423506]
[id: 76, inp: 256.25290700197127, out: 512.0303679238948, latency: 6813.064688229051, acc: 0, time: 2.0327028088667447]
[id: 77, inp: 256.6678024117597, out: 512.9643181548686, latency: 34161.78776683641, acc: 0, time: 2.0327028088667447]
[id: 78, inp: 128.2485082074473, out: 256.1651901149847, latency: 19384.269608624607, acc: 0, time: 1.0163514044333724]
[id: 79, inp: 512.3246522853602, out: 512.7263536988745, latency: 38125.26161102632, acc: 0, time: 3.273686998851678]
[id: 80, inp: 512.4543856078881, out: 512.864239654352, latency: 37043.91190845324, acc: 0, time: 3.273686998851678]
[id: 81, inp: 128.78828461999254, out: 256.8074442602445, latency: 36349.309980354585, acc: 0, time: 1.2276316897993702]
[id: 82, inp: 128.79298594751933, out: 128.06993355927628, latency: 34793.26719506721, acc: 0, time: 0.8184217497129195]
[id: 83, inp: 512.7548347470901, out: 256.57138737715593, latency: 39619.34332178888, acc: 0, time: 2.6074531001069805]
[id: 84, inp: 512.8816634992245, out: 128.22753906607855, latency: 28420.929959852678, acc: 0, time: 2.1728775834224834]
[id: 85, inp: 256.01972014865083, out: 128.4669047445915, latency: 9740.992899886227, acc: 0, time: 1.3037265500534903]
[id: 86, inp: 512.2341249592549, out: 128.23148909433013, latency: 9388.250964628915, acc: 0, time: 2.1728775834224834]
[id: 87, inp: 256.8630614540935, out: 512.921974456602, latency: 5325.804874939051, acc: 0, time: 2.6074531001069805]
[id: 88, inp: 512.0436451830752, out: 512.2986691593691, latency: 17419.421187564847, acc: 0, time: 3.0656120306885613]
[id: 89, inp: 512.431829519698, out: 512.0515299104976, latency: 6011.8453124987245, acc: 0, time: 3.0656120306885613]
[id: 90, inp: 512.8437627503025, out: 128.41434025586008, latency: 9323.162848875858, acc: 0, time: 1.916007519180351]
[id: 91, inp: 512.6597675045136, out: 128.5069554615307, latency: 28848.161906580848, acc: 0, time: 1.916007519180351]
[id: 92, inp: 256.1682307859356, out: 128.59783034654185, latency: 5848.19902885175, acc: 0, time: 1.1496045115082105]
[id: 93, inp: 512.1659521533932, out: 512.9764026199084, latency: 41027.34427929205, acc: 0, time: 3.0973143086016606]
[id: 94, inp: 512.0646905314662, out: 512.9517735617779, latency: 38506.53412404932, acc: 0, time: 3.0973143086016606]
[id: 95, inp: 512.8062690262842, out: 256.0021967509365, latency: 15902.178979295906, acc: 0, time: 2.3229857314512454]
[id: 96, inp: 512.5726068259441, out: 128.57412841375518, latency: 13854.704439765677, acc: 0, time: 1.935821442876038]
[id: 97, inp: 512.2546639383031, out: 512.0330721946025, latency: 39691.16729633396, acc: 0, time: 3.445329570142711]
[id: 98, inp: 512.5567279248662, out: 128.5794008370917, latency: 20503.558439123277, acc: 0, time: 2.1533309813391943]
[id: 99, inp: 256.3700366467193, out: 256.3489359664533, latency: 30001.619141207626, acc: 0, time: 1.7226647850713555]
[id: 100, inp: 256.4579768467198, out: 512.3156615482334, latency: 29338.188983454475, acc: 0, time: 2.5839971776070336]
